65.8	5.63766
65.9	5.63766
66	5.63766
66.1	5.63766
66.2	5.63766
66.3	5.63766
66.4	5.63766
66.5	5.63766
66.6	5.63766
66.7	5.63766
66.8	5.63766
66.9	5.63767
67	5.63767
67.1	5.63767
67.2	5.63767
67.3	5.63767
67.4	5.63767
67.5	5.63767
67.6	5.63767
67.7	5.63767
67.8	5.63767
67.9	5.63767
68	5.63767
68.1	5.63767
68.2	5.63767
68.3	5.63767
68.4	5.63767
68.5	5.63767
68.6	5.63767
68.7	5.63767
68.8	5.63767
68.9	5.63767
69	5.63767
69.1	5.63767
69.2	5.63767
69.3	5.63767
69.4	5.63767
69.5	5.63767
69.6	5.63767
69.7	5.63767
69.8	5.63767
69.9	5.63767
70	5.63767
70.1	5.63767
70.2	5.63767
70.3	5.63767
70.4	5.63767
70.5	5.63767
70.6	5.63767
70.7	5.63767
70.8	5.63767
70.9	5.63767
71	5.63767
71.1	5.63767
71.2	5.63767
71.3	5.63767
71.4	5.63767
71.5	5.63767
71.6	5.63767
71.7	5.63767
71.8	5.63767
71.9	5.63767
72	5.63767
72.1	5.63767
72.2	5.63767
72.3	5.63767
72.4	5.63767
72.5	5.63767
72.6	5.63767
72.7	5.63767
72.8	5.63767
72.9	5.63767
73	5.63767
73.1	5.63767
73.2	5.63767
73.3	5.63767
73.4	5.63767
73.5	5.63767
73.6	5.63767
73.7	5.63767
73.8	5.63767
73.9	5.63767
74	5.63767
74.1	5.63767
74.2	5.63767
74.3	5.63767
74.4	5.63767
74.5	5.63767
74.6	5.63767
74.7	5.63767
74.8	5.63767
74.9	5.63767
75	5.63767
75.1	5.63767
75.2	5.63767
75.3	5.63767
75.4	5.63767
75.5	5.63767
75.6	5.63767
75.7	5.63767
75.8	5.63767
75.9	5.63767
76	5.63767
76.1	5.63767
76.2	5.63767
76.3	5.63767
76.4	5.63767
76.5	5.63767
76.6	5.63767
76.7	5.63767
76.8	5.63767
76.9	5.63767
77	5.63767
77.1	5.63767
77.2	5.63767
77.3	5.63767
77.4	5.63767
77.5	5.63767
77.6	5.63767
77.7	5.63767
77.8	5.63767
77.9	5.63767
78	5.63767
78.1	5.63767
78.2	5.63767
78.3	5.63767
78.4	5.63767
78.5	5.63767
78.6	5.63767
78.7	5.63767
78.8	5.63767
78.9	5.63767
79	5.63767
79.1	5.63767
79.2	5.63767
79.3	5.63767
79.4	5.63767
79.5	5.63767
79.6	5.63767
79.7	5.63767
79.8	5.63767
79.9	5.63767
80	5.63767
80.1	5.63767
80.2	5.63767
80.3	5.63767
80.4	5.63767
80.5	5.63767
80.6	5.63767
80.7	5.63767
80.8	5.63767
80.9	5.63767
81	5.63767
81.1	5.63767
81.2	5.63767
81.3	5.63767
81.4	5.63767
81.5	5.63767
81.6	5.63767
81.7	5.63767
81.8	5.63767
81.9	5.63767
82	5.63767
82.1	5.63767
82.2	5.63767
82.3	5.63767
82.4	5.63767
82.5	5.63767
82.6	5.63767
82.7	5.63767
82.8	5.63767
82.9	5.63767
83	5.63767
83.1	5.63767
83.2	5.63767
83.3	5.63767
83.4	5.63767
83.5	5.63767
83.6	5.63767
83.7	5.63767
83.8	5.63767
83.9	5.63767
84	5.63767
84.1	5.63767
84.2	5.63767
84.3	5.63767
84.4	5.63767
84.5	5.63767
84.6	5.63767
84.7	5.63767
84.8	5.63767
84.9	5.63767
85	5.63767
85.1	5.63767
85.2	5.63767
85.3	5.63767
85.4	5.63767
85.5	5.63767
85.6	5.63767
85.7	5.63767
85.8	5.63767
85.9	5.63767
86	5.63767
86.1	5.63767
86.2	5.63767
86.3	5.63767
86.4	5.63767
86.5	5.63767
86.6	5.63767
86.7	5.63767
86.8	5.63767
86.9	5.63767
87	5.63767
87.1	5.63767
87.2	5.63767
87.3	5.63767
87.4	5.63767
87.5	5.63767
87.6	5.63767
87.7	5.63767
87.8	5.63767
87.9	5.63767
88	5.63767
88.1	5.63767
88.2	5.63767
88.3	5.63767
88.4	5.63767
88.5	5.63767
88.6	5.63767
88.7	5.63767
88.8	5.63767
88.9	5.63767
89	5.63767
89.1	5.63767
89.2	5.63767
89.3	5.63767
89.4	5.63767
89.5	5.63767
89.6	5.63767
89.7	5.63767
89.8	5.63767
89.9	5.63767
90	5.63767
90.1	5.63767
90.2	5.63767
90.3	5.63767
90.4	5.63767
90.5	5.63767
90.6	5.63767
90.7	5.63767
90.8	5.63767
90.9	5.63767
91	5.63767
91.1	5.63767
91.2	5.63767
91.3	5.63767
91.4	5.63767
91.5	5.63767
91.6	5.63767
91.7	5.63767
91.8	5.63767
91.9	5.63767
92	5.63767
92.1	5.63767
92.2	5.63767
92.3	5.63767
92.4	5.63767
92.5	5.63767
92.6	5.63767
92.7	5.63767
92.8	5.63767
92.9	5.63767
93	5.63767
93.1	5.63767
93.2	5.63767
93.3	5.63767
93.4	5.63767
93.5	5.63767
93.6	5.63767
93.7	5.63767
93.8	5.63767
93.9	5.63767
94	5.63767
94.1	5.63767
94.2	5.63767
94.3	5.63767
94.4	5.63767
94.5	5.63767
94.6	5.63767
94.7	5.63767
94.8	5.63767
94.9	5.63767
95	5.63767
95.1	5.63767
95.2	5.63767
95.3	5.63767
95.4	5.63767
95.5	5.63767
95.6	5.63767
95.7	5.63767
95.8	5.63767
95.9	5.63767
96	5.63767
96.1	5.63767
96.2	5.63767
96.3	5.63767
96.4	5.63767
96.5	5.63767
96.6	5.63767
96.7	5.63767
96.8	5.63767
96.9	5.63767
97	5.63767
97.1	5.63767
97.2	5.63767
97.3	5.63767
97.4	5.63767
97.5	5.63767
97.6	5.63767
97.7	5.63767
97.8	5.63767
97.9	5.63767
98	5.63767
98.1	5.63767
98.2	5.63767
98.3	5.63767
98.4	5.63767
98.5	5.63767
98.6	5.63767
98.7	5.63767
98.8	5.63767
98.9	5.63767
99	5.63767
99.1	5.63767
99.2	5.63767
99.3	5.63767
99.4	5.63767
99.5	5.63767
99.6	5.63767
99.7	5.63767
99.8	5.63767
99.9	5.63767
